,Name,Locality,Postalcode,Address,Region,Country,Neighborhood,Phone,Email,Website,Category Labels
0,Fine Art Paintings by Pat,Los Angeles,90019,1144 S Muirfield Rd,CA,us,,(877) 764-9209,info@fineartpaintingsbypat.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Art Direct,Los Angeles,90025,2001 S Barrington Ave,CA,us,"[u'West L.A.', u'Sawtelle']",(888) 608-4333,info@fineartdirectonline.com,http://fineartdirectonline.com/index.php,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Barry Steinberg Fine Art,Los Angeles,90025,2033 Holmby Ave,CA,us,"[u'Century City', u'Little Persia']",(310) 567-1313,,http://barrysteinbergfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Odalisque Fine Art,Los Angeles,90025,1532 Armacost Ave,CA,us,,(310) 365-4009,,http://hillarkaplanstudio.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Arts Conservation,Los Angeles,90027,4949 Hollywood Blvd,CA,us,[u'Little Armenia'],(323) 664-9000,info@fineartsconservationllc.com,http://www.fineartsconservationllc.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mooradian Fine Art,Los Angeles,90027,2617 Hyperion Ave,CA,us,[u'Franklin Hills'],(323) 665-9001,uksupport@shop.com,http://www.mooradianfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Noah's Ark Fine Art,Los Angeles,90027,2617 Hyperion Ave,CA,us,[u'Franklin Hills'],(323) 665-9001,uksupport@shop.com,http://www.mooradianfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Art Collection Inc.,Los Angeles,90028,1600 Taft Ave,CA,us,"[u'Hollywood Studio District', u'Hollywood', u'Santa Western']",(818) 642-9058,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Da Vinci Fine Arts Gallery,Los Angeles,90029,855 N Vermont Ave,CA,us,[u'East Hollywood'],,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Maloney Fine Art,Los Angeles,90034,2680 S La Cienega Blvd,CA,us,"[u'McManus', u'Crestview']",(310) 425-8245,michael@maloneyfineart.com,http://www.maloneyfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,A. Maleki Fine Art,Los Angeles,90034,2041 S La Cienega Blvd,CA,us,[u'Crestview'],(310) 272-9156,info@abyes.com,http://galleryartgroup.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jeffrey Winter Fine Arts,Los Angeles,90035,1639 S La Cienega Blvd,CA,us,[u'West Pico'],(310) 657-4278,,http://www.jwfa.us,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jack Rutberg Fine Arts,Los Angeles,90036,357 N La Brea Ave,CA,us,"[u'Melrose District', u'Bicentennial']",(323) 938-5222,jrutberg@jackrutbergfinearts.com,http://www.jackrutbergfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Thomas Paul Fine Art,Los Angeles,90036,7270 Beverly Blvd,CA,us,"[u'Fairfax District', u'Bicentennial', u'Mid City West']",(323) 525-0444,,http://www.tpaulfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Richard Telles Fine Art,Los Angeles,90036,7380 Beverly Blvd,CA,us,"[u'Fairfax District', u'Bicentennial', u'Mid City West']",(323) 965-5578,artscene@artscenecal.com,http://www.tellesfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Perrell Fine Art,Los Angeles,90036,145 N La Brea Ave,CA,us,"[u'Greater Wilshire', u'Melrose District', u'Farmer Market']",(323) 933-8630,marty@perrellfineart.com,http://www.perrellfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Double Vision Fine Art Gallery,Los Angeles,90036,5820 Wilshire Blvd,CA,us,"[u'Mid City West', u'Miracle Mile']",(323) 936-1553,,http://www.doublevisionarts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Diane Rosenstein Fine Art,Los Angeles,90038,829 N Highland Ave,CA,us,"[u'Hollywood', u'Wilcox', u'Melrose District']",(323) 462-2790,,http://www.dianerosenstein.com/about/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Redling Fine Art,Los Angeles,90038,6757 Santa Monica Blvd,CA,us,"[u'Wilcox', u'Hollywood']",(323) 378-5238,,http://www.redlingfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lendrum Fine Art,Los Angeles,90038,717 N Highland Ave,CA,us,"[u'Wilcox', u'Hollywood', u'Melrose District']",(323) 933-5550,info@lendrumfineart.com,http://www.lendrumfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Verbre Studio & Gallery,Los Angeles,90041,4540 Eagle Rock Blvd,CA,us,[u'Eagle Rock'],(323) 254-8684,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Works,Los Angeles,90042,202 N Avenue 64,CA,us,"[u'Olga', u'Garvanza']",(323) 550-1085,richard@art-works.net,http://www.fineartpublishing.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bezel Gallery & Fine Art Brokers,Los Angeles,90043,4434 W Slauson Ave,CA,us,,(323) 298-0034,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jeffrey Winter Fine Arts,Los Angeles,90046,8272 Melrose Ave,CA,us,"[u'Fairfax District', u'Crescent']",(310) 657-4278,,http://www.jeffreywinter.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Kevin Barry,Los Angeles,90046,8210 Melrose Ave,CA,us,"[u'Crescent', u'Fairfax District']",(323) 951-1860,,http://www.kevinbarryfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trigg Ison Fine Art,West Hollywood,90048,9009 Beverly Blvd,CA,us,"[u'WeHo', u'Briggs', u'Crescent']",(310) 274-8047,,http://www.triggison.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trigg Ison Fine Art,West Hollywood,90048,511 N Robertson Blvd,CA,us,"[u'Crescent', u'West Hollywood West', u'WeHo']",(310) 274-8047,,http://www.triggison.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Denenberg Fine Arts,West Hollywood,90048,417 N San Vicente Blvd,CA,us,"[u'West Hollywood West', u'Briggs', u'Fairfax District']",(310) 360-9360,,http://www.artnet.com/gallery/193202/denenberg-fine-arts-inc.html,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Barry Steinberg Fine Art,Los Angeles,90048,6310 San Vicente Blvd,CA,us,"[u'Little Ethiopia', u'Carthay Circle']",(323) 931-5551,,http://www.barrysteinbergfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Drudis-Biada Art Gallery And Fine Arts Building,Los Angeles,90049,12001 Chalon Rd,CA,us,"[u'Westgate Heights', u'Brentwood']",(310) 954-4360,,http://www.msmc.la.edu/undergraduate-bachelor-programs/art/joseacute-drudis-biada-art-gallery.asp,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Leslie Sacks Fine Art,Los Angeles,90049,11640 San Vicente Blvd,CA,us,"[u'Rustic Canyon', u'West L.A.']",(310) 820-9448,sandy@lesliesacks.com,http://www.lesliesacks.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,White Raven Fine Art Studios & Gallery,Los Angeles,90065,3423 Verdugo Rd,CA,us,,(626) 437-5638,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,H Kazan Fine Arts,Los Angeles,90066,11456 W Washington Blvd,CA,us,"[u'Del Rey', u'Cypress Grove']",(310) 398-0090,,http://www.hkazanfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tunkl David Fine Art,Los Angeles,90068,1903 Outpost Dr,CA,us,"[u'Hollywood', u'Hollywood Heights']",(323) 634-1919,info@davidtunklfineart.com,http://www.davidtunklfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,MB Fine Art,West Hollywood,90069,612 N Almont Dr,CA,us,"[u'Crescent', u'Norma Triangle', u'WeHo']",(310) 550-0050,info@mbart.com,http://www.mbart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Los Angeles Fine Art Gallery,West Hollywood,90069,736 N La Cienega Blvd,CA,us,"[u'WeHo', u'West Hollywood West', u'Tri-West']",(310) 855-2599,info@lafagallery.com,http://www.lafagallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Louis Stern Fine Arts,West Hollywood,90069,9002 Melrose Ave,CA,us,"[u'Briggs', u'Crescent', u'WeHo']",(310) 276-0147,gallery@louisstern.com,http://www.louissternfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hamilton-Selway Fine Art,West Hollywood,90069,8678 Melrose Ave,CA,us,"[u'Fairfax District', u'West Hollywood West', u'Crescent']",(310) 657-1711,info@visitwesthollywood.com,http://www.hamiltonselway.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Aboriginal Dreamtime Fine Art Gallery,West Hollywood,90069,9011 Melrose Ave,CA,us,"[u'WeHo', u'Crescent', u'Norma Triangle']",(310) 278-4278,info@aboriginaldreamtimegallery.com,http://www.aboriginaldreamtimegallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jean Marc Gallery of Fine Arts,West Hollywood,90069,906 N La Cienega Blvd,CA,us,"[u'Tri-West', u'WeHo', u'West Hollywood North']",(310) 659-2975,marcmastey@aol.com,http://www.marc-art.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,George Stern Fine Arts,West Hollywood,90069,8920 Melrose Ave,CA,us,"[u'Crescent', u'Briggs', u'Norma Triangle']",(310) 276-2600,gsfa@sternfinearts.com,http://www.sternfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Perrell Fine Art,Los Angeles,90069,910 N La Cienega Blvd,CA,us,"[u'Crescent', u'West Hollywood West', u'West Hollywood North']",(323) 933-8630,marty@perrellfineart.com,http://www.perrellfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vista Fine Arts,West Hollywood,90069,963 N La Cienega Blvd,CA,us,"[u'Crescent', u'WeHo', u'West Hollywood West']",(310) 289-9873,vistaart@pacbell.net,http://www.vistafinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marek Fine Art,West Hollywood,90069,8678 Melrose Ave,CA,us,,(310) 657-7771,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery 13 Irish Fine Art,West Hollywood,90069,8302 Melrose Ave,CA,us,"[u'Tri-West', u'Fairfax District', u'Crescent']",(323) 951-0303,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lacy Primitive and Fine Art,West Hollywood,90069,1240 Sierra Alta Way,CA,us,[u'Benedict Canyon'],(310) 271-0807,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Usc Helen Lindhurst Fine Arts,Campo,90089,104 University Park,CA,us,"[u'St. James Park', u'Dockweiler']",(213) 740-2787,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Timothy Yarger Fine Art,Beverly Hills,90210,354 N Bedford Dr,CA,us,"[u'Westside Village', u'Golden Triangle', u'Century City']",(310) 278-4400,tim@yargerfineart.com,http://www.yargerfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,David Tunkl Fine Art,Beverly Hills,90210,9615 Brighton Way,CA,us,"[u'Golden Triangle', u'Century City', u'Westside Village']",(310) 288-0128,,http://www.davidtunklfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Denis Bloch Fine Arts,Beverly Hills,90210,9626 Brighton Way,CA,us,"[u'Century City', u'Westside Village', u'Golden Triangle']",(310) 270-4880,info@denisbloch.com,http://www.denisbloch.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,William A Karges Fine Arts,Beverly Hills,90210,427 N Canon Dr,CA,us,"[u'Rodeo Drive', u'Golden Triangle', u'Century City']",(310) 276-8551,wganz@kargesfineart.com,http://www.kargesfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Timothy Yarger Fine Art,Beverly Hills,90210,329 N Beverly Dr,CA,us,"[u'Century City', u'Golden Triangle', u'Rodeo Drive']",(310) 278-4400,info@yargerfineart.com,http://www.yargerfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Diane Rosenstein Fine Art,Beverly Hills,90210,9399 Wilshire Blvd,CA,us,"[u'Golden Triangle', u'Rodeo Drive', u'West Hollywood West']",(323) 397-9225,,http://www.​dianerosenstein.​com/​about/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dawson Cole Fine Art,Beverly Hills,90210,313 N Beverly Dr,CA,us,"[u'Golden Triangle', u'Westside Village', u'Century City']",(310) 275-6060,,http://www.artscenecal.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Denis Bloch Fine Arts,Beverly Hills,90210,9876 Wilshire Blvd,CA,us,"[u'Westside Village', u'Golden Triangle', u'Century City']",(310) 270-4880,,http://www.denisbloch.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Christie's Fine ART Auctioneers,Beverly Hills,90210,342 N Rodeo Dr,CA,us,"[u'Westside Village', u'Century City', u'Rodeo Drive']",(310) 275-5534,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Deborah Hadl Fine Art,Beverly Hills,90210,200 N Elm Dr,CA,us,"[u'West Hollywood West', u'South Carthay', u'Rodeo Drive']",(310) 278-9494,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Anderson Galleries,Beverly Hills,90210,354 N Bedford Dr,CA,us,"[u'Century City', u'Westside Village', u'Golden Triangle']",(310) 858-1644,info@andersongalleries.com,http://www.andersongalleries.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Carol Lawrence Galleries,Beverly Hills,90210,244 N Beverly Dr,CA,us,"[u'Century City', u'Rodeo Drive', u'Golden Triangle']",(310) 274-5600,,http://www.art90210.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Robert Bane Editions,Beverly Hills,90210,1120 Shadow Hill Way,CA,us,[u'Beverly Crest'],(310) 205-0555,rbane@robertbane.com,http://robertbanefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gonzalez Fine Art Gallery,Beverly Hills,90211,157 N La Cienega Blvd,CA,us,"[u'Miracle Mile', u'Fairfax District', u'Briggs']",(310) 855-2701,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Karl Hutter Fine Art,Beverly Hills,90212,9895 Santa Monica Blvd,CA,us,"[u'Century City', u'Golden Triangle', u'Westside Village']",(310) 843-0007,info@khfineart.com,http://www.khfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marc Selwyn Fine Art,Beverly Hills,90212,9953 Santa Monica Blvd,CA,us,"[u'Century City', u'Golden Triangle', u'Westside Village']",(310) 277-9953,info@marcselwynfineart.com,http://www.marcselwynfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Spencer Jon Helfen Fine Arts,Beverly Hills,90212,9200 W Olympic Blvd,CA,us,"[u'Preuss', u'South Carthay']",(310) 273-8838,finconnec@aol.com,http://www.helfenfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Billy Shire Fine Arts,Culver City,90232,5790 Washington Blvd,CA,us,"[u'West Adams', u'Sentous', u'McManus']",(323) 297-0600,,http://www.billyshirefinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marco Fine Arts,El Segundo,90245,201 Nevada St,CA,us,[u'Aviation Corridor'],(310) 615-1818,al.marco@marcofinearts.com,http://marcofinearts.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Art Gallery,Hawthorne,90250,3348 W El Segundo Blvd,CA,us,[u'Hollypark'],(310) 644-1678,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Margam Fine Art & Tucker Art International,Malibu,90265,23805 Stuart Ranch Rd,CA,us,,(310) 456-2243,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Art Matters,Malibu,90265,29500 Heathercliff Rd,CA,us,[u'Mahou Riviera'],(310) 457-5862,trish@fineartmatters.com,http://fineartmatters.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,O'Neill's Fine Art,Pacific Palisades,90272,15119 W Sunset Blvd,CA,us,,(310) 459-1030,gallery@tamoneillfinearts.com,http://www.oneillsfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dolores Garren Fine Art,Rancho Palos Verdes,90275,2039 Van Karajan Dr,CA,us,[u'Miraleste'],(310) 833-6652,,http://doloresgarren.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ego fine art,Redondo Beach,90277,604 N Francisca Ave,CA,us,,(424) 206-3756,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Howell-Green Fine Art Gallery,Topanga,90290,120 N Topanga Canyon Blvd,CA,us,,(310) 455-3991,,http://www.howellgreen.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Diana Hobson Fine Art,Venice,90291,1316 Abbot Kinney Blvd,CA,us,,(310) 779-9512,,http://www.dianahobsonfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marina Fine Arts,Marina Del Rey,90292,4716 Admiralty Way,CA,us,"[u'Del Rey', u'Alla', u'Playa Vista']",(310) 305-7678,sales@satava.com,http://www.satava.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marchese Fine Art GAllery,Marina Del Rey,90292,13763 Fiji Way,CA,us,"[u'Playa Del Rey', u'Machado']",(310) 306-0697,,http://www.marchesefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tom Binder Fine Arts,Marina Del Rey,90292,4027 Lincoln Blvd,CA,us,"[u'Machado', u'Venice']",(310) 822-1080,,http://www.artman.net,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tom Binder Fine Arts,Santa Monica,90401,825 Wilshire Blvd,CA,us,"[u'Montana', u'Westgate', u'Brentwood Park']",(800) 332-4278,info@artman.net,http://www.artman.net/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Terrence Rogers Fine Art,Santa Monica,90401,1231 5th St,CA,us,"[u'Westgate', u'Brentwood Park', u'Montana']",(310) 394-4999,info@trogart.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,David Jacobs Atelier,Santa Monica,90402,201 Entrada Dr,CA,us,,(310) 573-1410,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,William A. Karges Fine Art,Santa Monica,90404,2525 Michigan Ave,CA,us,,(310) 276-8551,wganz@kargesfineart.com,http://www.kargesfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Evert Fine Art,Santa Monica,90404,2461 Santa Monica Blvd,CA,us,"[u'West L.A.', u'Mid City', u'Westgate']",(310) 593-4421,patty@evertfineart.com,http://evertfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Kevin Barry Fine Art Associa,Santa Monica,90404,2525 Michigan Ave,CA,us,"[u'Sawtelle', u'West L.A.', u'Pico']",(310) 264-7777,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Greenfield Sacks Gallery,Santa Monica,90404,2525 Michigan Ave,CA,us,"[u'Sawtelle', u'West L.A.', u'Pico']",(310) 264-0640,info@greenfieldsacks.com,http://www.greenfieldsacks.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lora Schlesinger Gallery,Santa Monica,90404,2525 Michigan Ave,CA,us,"[u'Pico', u'Sawtelle', u'West L.A.']",(310) 828-1133,gallery@loraschlesinger.com,http://www.loraschlesinger.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ikon,Santa Monica,90404,2525 Michigan Ave,CA,us,"[u'Sawtelle', u'West L.A.', u'Pico']",(310) 828-6629,,http://www.ikonltd.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mc Caw Fine Art,Torrance,90501,1269 Sartori Ave,CA,us,"[u'Harbor Gateway South', u'East Torrance']",(310) 328-7366,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Joslyn Fine Arts Center,Torrance,90503,3320 Civic Center Dr N,CA,us,,(310) 618-6340,torranceartmuseum@torranceca.gov,http://www.torranceartmuseum.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Solas Fine Art Gallery,Torrance,90505,4425 Pacific Coast Hwy,CA,us,,(310) 691-3877,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Faegre Fine Art,La Habra,90631,120 E La Habra Blvd,CA,us,[u'Des Moines'],(562) 694-2585,,http://faegrefineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ruth Mayer Fine Arts,Avalon,90704,116 Sumner Ave,CA,us,,(310) 510-8318,,http://www.ruthmayer.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Deru's Fine Arts,Bellflower,90706,9100 Artesia Blvd,CA,us,,(562) 920-1312,dewitt@derusfinearts.com,http://www.derusfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bits O' Gold Fine Arts & Animal Communications,San Pedro,90732,2275 W 25th St,CA,us,[u'San Pedro Hill'],(310) 831-3789,,http://www.janetgoldmanmerrill.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Functional Fine Art,Signal Hill,90755,1653 E 28th St,CA,us,,(562) 424-9711,,http://functionalfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Flash Gallery-Events & Parties,Signal Hill,90755,2667 E 28th St,CA,us,,(562) 377-3050,,http://www.flashgallery.us,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Belsito Roche Fine Art Gallery,Long Beach,90802,1734 E Broadway,CA,us,"[u'Rose Park', u'Alamitos Beach']",(562) 432-7799,belsitorochegallery@yahoo.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Belsito Roche Fine Art Gallery,Long Beach,90803,2238 E Broadway,CA,us,"[u'Rose Park', u'Alamitos Beach']",(562) 433-4500,,http://www.thefilmmakersgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lorraine Peigne Fine Art,Long Beach,90807,1228 E 36th St,CA,us,[u'Bixby Knolls'],(562) 243-0223,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Aubergine Fine Art Gallery,La Canada Flintridge,91011,1420 Foothill Blvd,CA,us,"[u'Sparr Heights', u'Montrose']",(818) 952-2981,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Segil Fine Art Source,Monrovia,91016,110 W Lime Ave,CA,us,[u'Old Town'],(626) 358-5563,fscott777@aol.com,http://www.segilfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marsha Ubovich Fine Artist,Monrovia,91016,622 W Maple Ave,CA,us,,(626) 429-7753,,http://www.marshaartist.net/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,C S Fine Art,Montrose,91020,2623 Honolulu Ave,CA,us,"[u'Sparr Heights', u'La Crescenta']",(818) 248-5129,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Michael Hollis Fine Art,South Pasadena,91030,238 Pasadena Ave,CA,us,"[u'Olga', u'Monterey Hills']",(626) 441-4333,,http://www.hollisfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Adriak Lipson Fine Art Gallery,South Pasadena,91030,602 Garfield Ave,CA,us,,(626) 799-1880,olecja@aol.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Aarnun Gallery Fine Picture Framing,Pasadena,91101,603 E Green St,CA,us,"[u'Downtown', u'East Pasadena']",(626) 793-4805,info@aarnungallery.com,http://www.aarnungallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,American Legacy Fine Arts,Pasadena,91103,949 Linda Vista Ave,CA,us,"[u'North Arroyo', u'Eagle Rock']",(626) 577-7733,info@americanlegacyfinearts.com,http://www.americanlegacyfinearts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Michael Hollis Fine Art,Pasadena,91104,1615 N Lake Ave,CA,us,,(626) 441-4333,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Shain Danny Fine Art,Pasadena,91104,1172 E Washington Blvd,CA,us,[u'East Central'],(626) 791-4554,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tirage Art Gallery,Pasadena,91105,1 W California Blvd,CA,us,[u'South Arroyo'],(626) 405-1020,art@tirageart.com,http://www.tirageart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Willardson & Associates,Glendale,91203,103 W California Ave,CA,us,"[u'Downtown Glendale', u'West Glendale', u'Atwater Village']",(818) 242-5688,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Margam Fine Art,Agoura Hills,91301,28720 Roadside Dr,CA,us,[u'Malibu Junction'],(818) 991-4501,,http://margamfineart.ambz.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lidya's Fine Art Classes,Santa Clarita,91321,24626 Kansas St,CA,us,"[u'Newhall', u'Vista Valencia']",(661) 600-5842,lidyasfineartclasses@gmail.com,http://lidyaart.com/art-class.html,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery Josephs Fine Arts,Santa Clarita,91351,18346 Soledad Canyon Rd,CA,us,,(661) 298-2038,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mission Renaissance Fine Art,Valencia,91355,27051 McBean Pkwy,CA,us,,(661) 253-9911,info@fineartclasses.ca,http://www.fineartclasses.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Art And Soul,Valencia,91355,28271 Newhall Ranch Rd,CA,us,[u'North Valencia'],(661) 775-4900,,http://www.fineartandsoul.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,William Rolland Gallery of Fine Art,Thousand Oaks,91360,160 Overton Ct,CA,us,[u'Northoaks'],(805) 493-3697,,http://www.callutheran.edu/rolland/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Studio Fine Art,Westlake Village,91361,30941 Agoura Rd,CA,us,[u'Hidden Canyon'],(818) 889-2000,enquiries@thestudiofineart.com,http://www.studiofineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Newcastle Fine Art,Westlake Village,91362,5655 Lindero Canyon Rd,CA,us,,(818) 707-2626,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fine Arts,Woodland Hills,91367,22650 Victory Blvd,CA,us,,(818) 340-1155,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Clark Cierlak Fine Arts,Van Nuys,91411,14931 Califa St,CA,us,,(818) 783-3052,,http://estateauctionservice.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sunny Meyer Fine Art,Van Nuys,91411,5658 Columbus Ave,CA,us,[u'West Van Nuys Lake Balbos'],(818) 985-6630,info@oldart.com,http://www.oldart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
