,Name,Locality,Postalcode,Address,Region,Country,Neighborhood,Phone,Email,Website,Category Labels
0,Momentum Glass Art Gallery,Portland,97211,1313 NE Alberta St,OR,us,"[u'Northeast', u'Vernon']",(971) 255-7428,,http://www.momentumglass.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antler Gallery & Store,Portland,97211,2728 NE Alberta St,OR,us,[u'Alberta Arts District'],(503) 284-6757,antlerpdx@gmail.com,http://www.antlerpdx.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hail Mary Art Gallery,Portland,97211,2928 NE Killingsworth St,OR,us,[u'Alberta Arts District'],(503) 281-6096,,http://www.marytapogna.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Shades of Color Art Gallery,Portland,97211,1476 NE Alberta St,OR,us,[u'Northeast'],(503) 288-5877,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Best Art Gallery In Portland,Portland,97211,1468 NE Alberta St,OR,us,[u'Northeast'],(503) 203-1219,,http://www.thebestartgalleryinportland.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Verum Ultimum Art Gallery,Portland,97211,3014 NE Ainsworth St,OR,us,[u'Concordia'],(503) 493-4278,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Onda Arte Latina,Portland,97211,2215 NE Alberta St,OR,us,[u'Northeast'],(503) 493-1909,ondart@teleport.com,http://www.ondagallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,This Place Blows,Portland,97211,1627 NE Alberta St,OR,us,,(503) 209-3956,,http://www.thisplaceblows.net,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Art of Adrienne Fritze,Portland,97211,4334 NE 32nd Ave,OR,us,,(503) 349-6075,,http://workingartistsnetwork.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Leah Kathleen Paint & Design,Portland,97211,2714 NE Alberta St,OR,us,[u'Alberta Arts District'],(503) 460-3595,leahkate@teleport.com,http://www.oregon.gov/ccb,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Family Heirloom Arts,Portland,97211,4104 NE 13th Ave,OR,us,[u'Sabin'],(503) 347-1391,,http://www.familyheirloomarts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cathie Joy Young Art,Portland,97211,3553 NE Holman St,OR,us,,(503) 593-2562,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Street Level,Portland,97211,1011 NE Alberta St,OR,us,"[u'King', u'NW Portland']",(503) 282-0333,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Earth Water Sky Fine Art,Portland,97212,3321 NE 38th Ave,OR,us,"[u'Hollywood', u'Beaumont']",(503) 281-3777,,http://earthwatersky.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cactus Pete and Company,Portland,97213,2443 NE 45th Ave,OR,us,"[u'Hollywood', u'Grant Park-Hollywood']",(503) 347-2319,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dirty Dishes,Portland,97213,5709 NE Fremont St,OR,us,,(503) 284-6847,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Muse Art & Design MP5,Portland,97213,850 NE 81st Ave,OR,us,"[u'Montavilla', u'Graham']",(503) 719-4038,thestonemuse@yahoo.com,http://www.thestonemuse.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Walch Art Group,Portland,97213,3403 NE 72nd Ave,OR,us,[u'Roseway'],(503) 267-1709,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Of Health,Portland,97213,5736 NE Milton St,OR,us,,(503) 224-8411,,http://www.art-health.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Douglas G Wyatt,Portland,97213,1804 NE 53rd Ave,OR,us,[u'Hollywood'],(503) 335-0500,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Gallery Zero,Portland,97214,936 SE 34th Ave,OR,us,"[u'Hawthorne', u'Sunnyside', u'Belmont']",(971) 285-9300,,http://www.thegalleryzero.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,One Grand Gallery,Portland,97214,1000 E Burnside St,OR,us,"[u'East Portland', u'Buckman', u'Kerns']",,,http://www.onegrandgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,I Witness Gallery,Portland,97214,1028 SE Water Ave,OR,us,"[u'East Portland', u'Chinatown', u'Central Eastside']",(503) 384-2783,,http://www.nwcenterforphotography.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Portland Art Gallery,Portland,97214,640 SE Stark St,OR,us,"[u'Lower Burnside', u'East Portland', u'Buckman']",(503) 522-7287,contact@theportlandartgallery.com,http://www.theportlandartgallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,AFRU Gallery,Portland,97214,534 SE Oak St,OR,us,"[u'East Portland', u'Buckman', u'Chinatown']",(971) 248-0324,,http://www.afrugallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Living Green Gallery,Portland,97214,1847 E Burnside St,OR,us,"[u'Hawthorne', u'Kerns']",(503) 206-7606,,http://www.livinggreengallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ash Street Project Studios & Gallery,Portland,97214,1304 SE Ash St,OR,us,"[u'East Portland', u'Buckman', u'Chinatown']",(503) 239-0235,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Answer Art Gallery,Portland,97214,3530 SE Hawthorne Blvd,OR,us,"[u'Hawthorne', u'Sunnyside', u'Richmond']",(503) 946-8676,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fresh Fruit Studio Gallery,Portland,97214,3415 SE Belmont St,OR,us,"[u'Sunnyside', u'Hawthorne', u'Belmont']",(503) 238-5152,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Yale Union,Portland,97214,800 SE 10th Ave,OR,us,"[u'East Portland', u'Buckman', u'Chinatown']",(503) 236-7996,,http://www.yucontemporary.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pauline Photography,Portland,97214,537 SE Ash Loft,OR,us,"[u'Kerns', u'Chinatown', u'Lower Burnside']",(503) 744-0634,,http://www.paulinephotography.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Luke Dolkas Art & Framing,Portland,97214,2707 SE Belmont St,OR,us,"[u'Hawthorne', u'Belmont', u'Sunnyside']",(503) 841-6090,luke@lukesframeshop.com,http://www.lukesframeshop.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Luke's Frame Shop,Portland,97214,2707 SE Belmont St,OR,us,"[u'Sunnyside', u'Belmont', u'Hawthorne']",(503) 841-6090,,http://www.lukesframeshop.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Painting Conservation Studio,Portland,97214,221 SE 11th Ave,OR,us,"[u'Buckman', u'East Portland', u'Lower Burnside']",(503) 232-1358,eosiak@gmail.com,http://www.eosiak.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vitalidad Movement Art Center,Portland,97214,700 SE Hawthorne Blvd,OR,us,,(503) 206-6054,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Metagnosis,Portland,97214,833 SE Main St,OR,us,"[u'Central Eastside', u'Chinatown', u'East Portland']",(503) 467-7506,,http://metagnosis.biz,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tolivar,Portland,97214,811 E Burnside St,OR,us,"[u'Chinatown', u'Lower Burnside', u'Kerns']",(502) 505-7273,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fourteen30 Contemporary,Portland,97214,922 SE Ankeny St,OR,us,"[u'East Portland', u'Kerns', u'Buckman']",(503) 236-1430,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art of Pdx,Portland,97214,4110 SE Hawthorne Blvd,OR,us,"[u'Hawthorne', u'Sunnyside']",(503) 407-8218,manager@artofpdx.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cascadia Art Conservation Center,Portland,97214,2348 SE Tamarack Ave,OR,us,"[u'Hawthorne', u'Seven Corners', u'Ladds Circle']",(503) 754-2339,,http://www.cascadiaartconservation.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Maxwell Studios,Portland,97214,3555 SE Washington St,OR,us,"[u'Sunnyside', u'Hawthorne', u'Belmont']",(503) 381-7632,,http://maxstudios.net,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Studio Group,Portland,97214,101 SE 12th Ave,OR,us,"[u'Chinatown', u'Buckman', u'East Portland']",(503) 239-4090,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Big Shot Touring Artists,Portland,97214,17 SE 3rd Ave,OR,us,"[u'Chinatown', u'Kerns', u'East Portland']",(503) 731-8700,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Etc,Portland,97214,537 SE Ash St,OR,us,"[u'Chinatown', u'Lower Burnside', u'East Portland']",(503) 232-5857,,http://art-etc.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fourteen30 Contemporary,Portland,97214,1430 SE 3rd Ave,OR,us,"[u'East Portland', u'Downtown', u'Central Eastside']",(503) 236-1430,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pushdot Studio,Portland,97214,1021 SE Caruthers St,OR,us,"[u'Haig', u'Hosford-Abernathy', u'Downtown']",(503) 224-5925,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,ArtistLiszt.com,Portland,97215,2352 SE 51st Ave,OR,us,"[u'Sunnyside', u'Southeast Portland', u'Richmond']",(503) 504-0869,contact@artlistliszt.com,http://www.artistliszt.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art For Hire,Portland,97215,5414 SE Washington St,OR,us,"[u'Hawthorne', u'Mt. Tabor']",(503) 232-4720,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Good:A Gallery,Portland,97217,4325 N Mississippi Ave,OR,us,"[u'Chinatown', u'Old Town', u'Downtown']",(847) 848-8783,,http://www.goodpdx.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bridging Boro Glass Art Gallery,Portland,97217,5008 N Interstate Ave,OR,us,"[u'Albina', u'Humboldt', u'NW Portland']",(503) 282-2698,bridgingboro@gmail.com,http://www.bridgingboro.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blue Ox Gallery,Portland,97217,1508 N Schofield St,OR,us,"[u'Kenton', u'Piedmont']",(503) 544-3714,,http://www.blueoxgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,19TEN Gallery,Portland,97217,1910 N Killingsworth St,OR,us,"[u'NW Portland', u'Kenton']",,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Disjecta,Portland,97217,8371 N Interstate Ave,OR,us,[u'Kenton'],(503) 286-9449,info@disjecta.org,http://www.disjecta.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,RocksBoxContemporaryFineArt,Portland,97217,6540 N Interstate Ave,OR,us,"[u'Piedmont', u'NW Portland', u'Kenton']",(503) 516-4777,,http://www.rocksboxfineart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rocks Box,Portland,97217,6540 N Interstate Ave,OR,us,"[u'Kenton', u'NW Portland', u'Piedmont']",(971) 506-8938,,http://www.rocksboxfineart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Portland Museum of Modern Art,Portland,97217,5202 N Albina Ave,OR,us,"[u'Piedmont', u'NW Portland', u'Humboldt']",,,http://www.portlandmuseumofmodernart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Artery,Portland,97217,4114 N Vancouver Ave,OR,us,"[u'Boise', u'Mississippi', u'NW Portland']",(503) 284-8378,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Eduardo Fernandez,Portland,97217,8271 N Interstate Ave,OR,us,"[u'Piedmont', u'Kenton']",(971) 998-3155,,http://www.eduardofernandez.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rererato,Portland,97218,5135 NE 42nd Ave,OR,us,,(360) 835-2167,,http://www.rererato.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Meitour Gallery,Portland,97219,7814 SW Capitol Hwy,OR,us,"[u'Multnomah', u'SW Portland']",(503) 246-3631,lemeitourgallery@aol.com,http://www.askart.com/AskART/Lists/Dealer_Artists.aspx?Company=43789,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Geezer Gallery,Portland,97219,7710 SW 31st Ave,OR,us,"[u'SW Portland', u'Southwest', u'Multnomah']",(503) 244-0441,,http://www.geezergallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Studio Art Direct,Portland,97219,7031 SW Virginia Ave,OR,us,"[u'SW Portland', u'Fulton']",(503) 230-9390,janelle@studioartdirect.com,http://www.studioartdirect.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Custom Frame Design,Portland,97219,3625 SW Multnomah Blvd,OR,us,"[u'Multnomah', u'SW Portland']",(503) 245-9426,,http://www.customframedesign.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Oregon Repertory Singers,Portland,97219,9320 SW Barbur Blvd,OR,us,"[u'Multnomah', u'SW Portland']",(503) 230-0652,jedshay@orsingers.org,http://www.orsingers.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Collective Endeavours,Portland,97219,2505 SW Spring Garden St,OR,us,"[u'SW Portland', u'Multnomah', u'Capitol Hill']",(503) 452-0257,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Portland Alien Museum,Portland,97219,2034 SW Vermont St,OR,us,"[u'SW Portland', u'Southwest Hills']",(503) 452-9663,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Landmark Galleries Inc.,Portland,97220,12025 NE Sumner St,OR,us,[u'Clarnie'],(503) 253-0176,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Beard Appraisal Group,Portland,97220,1307 NE 102nd Ave,OR,us,[u'Quarry'],(503) 252-2801,,http://www.beards.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vintage Tek,Portland,97221,4620 SW Beaverton Hillsdale Hwy,OR,us,"[u'Bridlemile', u'SW Portland']",(503) 244-0200,,http://www.vintagetek.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Michele Taylor Fine Painting,Portland,97221,4925 SW 56th Ave,OR,us,"[u'Bridlemile', u'SW Portland']",(503) 737-9708,micheletaylorpainter@gmail.com,http://www.micheletaylorfinepainting.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Friends-The Historic Columbia,Portland,97221,3908 SW Lyle Ct,OR,us,"[u'Bridlemile', u'SW Portland']",(503) 227-5638,,http://hcrh.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,West Wind Arts,Milwaukie,97222,2566 SE Harrison St,OR,us,[u'Sellwood-Moreland'],(503) 653-8844,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marla Baggetta,Milwaukie,97222,10673 SE 21st Ave,OR,us,,(503) 305-8188,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vine Gogh,Portland,97223,11513 SW Pacific Hwy,OR,us,"[u'Villa Ridge', u'Robinson', u'SW Portland']",(971) 266-8983,,https://www.vinegogh.com/home.html,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Real Mother Goose,Portland,97223,9610 SW Washington Square Rd,OR,us,[u'Robinson'],(503) 620-2243,,http://www.therealmothergoose.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Whitney Arts Japanese & Web,Portland,97223,7410 SW Oleson Rd,OR,us,"[u'Maplewood', u'Bridlemile']",(503) 245-1812,,http://whitneyarts.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Craftsassy,Portland,97223,10645 SW Garden Park Pl,OR,us,[u'Robinson'],(503) 866-8639,,http://www.craftsassy.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rinascere Studios,Portland,97223,11560 SW 67th Ave,OR,us,"[u'Robinson', u'SW Portland']",(503) 697-6565,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mood Expressions,Tigard,97223,11505 SW Pacific Hwy,OR,us,"[u'Robinson', u'Villa Ridge', u'SW Portland']",(503) 452-6107,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,John M Lake,Portland,97223,7270 SW Alden St,OR,us,,(503) 245-1501,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sinclare Art Studio,Portland,97223,11227 SW Summer Lake Dr,OR,us,,(503) 521-1236,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,PosterCheckOut.com,Tigard,97224,16200 SW Pacific Hwy,OR,us,,(800) 261-2761,info@postercheckout.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Design Source International,Portland,97224,18025 SW Lower Boones Ferry Rd,OR,us,[u'Jean'],(503) 684-8100,design.source@comcast.net,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Wall Design Diva,Portland,97224,13547 SW Mountain Ridge Ct,OR,us,,(503) 579-2787,,http://www.walldesigndiva.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Real Art Studios,Portland,97224,14800 SW 144th Ave,OR,us,,(503) 521-9004,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Provenance Fine Art Corporation,Tigard,97224,15605 SW 72nd Ave,OR,us,"[u'Jean', u'SW Portland']",(503) 443-6033,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,West Hills Beard's Framing,Portland,97225,7545 SW Barnes Rd,OR,us,[u'Sylvan'],(503) 203-2516,westhills@beards.com,http://www.beards.com/storepages/West_Hills/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Raleigh Hills Beard's Framing,Portland,97225,4715 SW 77th Ave,OR,us,[u'Bridlemile'],(503) 297-2573,raleighhills@beards.com,http://www.beards.com/storepages/Raleigh_Hills/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jones Sculpture Studio,Portland,97225,5741 SW Old Scholls Ferry Rd,OR,us,"[u'Whitford', u'Bridlemile']",(503) 522-7287,,http://jonessculpturestudio.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Functional Art Studio,Portland,97225,8650 SW Fairway Dr,OR,us,,(503) 432-8028,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tillamook Station,Portland,97227,655 N Tillamook St,OR,us,"[u'Albina', u'NW Portland', u'Pearl']",(503) 444-7608,,http://www.tillamookstation.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art De La Vigne,Portland,97227,829 N Russell St,OR,us,"[u'Albina', u'NW Portland', u'Eliot']",(503) 477-7801,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Village Gallery of Arts,Portland,97229,12505 NW Cornell Rd,OR,us,"[u'Northwest Heights', u'Northwest']",(503) 644-8001,,http://www.villagegalleryarts.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Beard's Framing,Portland,97229,4768 NW Bethany Blvd,OR,us,,(503) 533-9375,,http://www.beards.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Springbox,Portland,97231,10035 NW Hoge Ave,OR,us,,(503) 228-1600,erin@springbox.us,http://springbox.us,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Eutectic Gallery,Portland,97232,1930 NE Oregon St,OR,us,[u'Kerns'],,,http://www.eutecticgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Artichoke Gallery,Portland,97232,2929 NE Oregon St,OR,us,"[u'Hawthorne', u""Sullivan's Gulch""]",,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,23 Sandy,Portland,97232,623 NE 23rd Ave,OR,us,"[u'Hawthorne', u""Sullivan's Gulch""]",(503) 927-4409,,http://www.23sandy.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dapper Frog,Portland,97232,2201 Lloyd Ctr,OR,us,"[u""Sullivan's Gulch"", u'Lloyd District', u'Old Town']",(503) 288-8350,,http://dapperfrog.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,A Pl International Combative Arts Association,Portland,97233,12239 SE Stark St,OR,us,[u'Hazelwood'],(503) 287-4265,,http://www.kurtisgoodwin.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Serenity Art,Portland,97266,2850 SE 82nd Ave,OR,us,"[u'SE Portland', u'Southeast Uplift']",(503) 788-1288,,http://serenityartinc.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trillium Artisans,Portland,97266,9119 SE Foster Rd,OR,us,"[u'SE Portland', u'Lents']",(503) 775-7993,,http://www.trilliumartisans.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Elsinore Framing & Fine Art Gallery,Salem,97301,444 Ferry St SE,OR,us,"[u'West Salem', u'Central Area']",(503) 581-4642,elsinoregallery@yahoo.com,http://www.elsinoregallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Roger Yost Gallery,Salem,97301,388 State St,OR,us,"[u'Central Area', u'West Salem']",(503) 370-9951,,http://www.rogeryostgallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Roger Yost Gallery,Salem,97301,189 Liberty St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 370-9951,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pheromone Gallery,Salem,97301,255 Liberty St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 385-1786,info@pheromonegallery.com,http://www.pheromonegallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery Six,Salem,97301,1695 Fairgrounds Rd NE,OR,us,[u'West Salem'],(503) 967-6593,gallerysixsalem@hotmail.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Timeless Talisman Gallery,Salem,97301,189 Liberty St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 990-7304,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Elsinore Gallery and Framing,Salem,97301,142 High St SE,OR,us,"[u'West Salem', u'Central Area']",(503) 581-4642,,http://www.elsinoregallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Red Raven Gallery,Salem,97301,440 Ferry St SE,OR,us,"[u'West Salem', u'Central Area']",(503) 798-9973,,http://www.RedRavenGallery.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Red Raven Gallery,Salem,97301,155 Liberty St NE,OR,us,,(503) 798-9973,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Willamette Art Center,Salem,97301,2330 17th St NE,OR,us,"[u'West Salem', u'Fair Grounds', u'Lansing']",(503) 365-3911,info@willametteartcenter.com,http://www.WillametteArtCenter.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Crystal Power & Light Co.,Salem,97301,100 Commercial St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 581-3024,,http://www.crystalpowerandlightco.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Salem Arts,Salem,97301,155 Liberty St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 581-0382,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Salem Art Collective,Salem,97301,189 Liberty St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 363-4150,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Aquarian Beads,Salem,97301,100 Commercial St NE,OR,us,"[u'Central Area', u'West Salem']",(503) 581-3024,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mary Lou Zeek Gallery,Salem,97302,1730 Fairmount Ave S,OR,us,,(503) 581-3229,,http://www.marylouzeekgallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Salem Art Association,Salem,97302,600 Mission St SE,OR,us,"[u'West Salem', u'South Central']",(503) 581-2228,dia@salemart.org,http://www.salemart.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bush Barn Art Center,Salem,97302,600 Mission St SE,OR,us,"[u'West Salem', u'South Central']",(503) 581-2228,karin@salemart.org,http://www.salemart.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Oregon Symphony Association,Salem,97302,707 13th St SE,OR,us,,(503) 364-0149,,http://www.orsymphonysalem.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Salem Saturday Market,Salem,97302,1320 Waller St SE,OR,us,"[u'Pringle', u'West Salem']",(503) 585-8264,,http://www.salemsaturdaymarket.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ash Studio,Salem,97302,4555 Liberty Rd S,OR,us,,(503) 385-8127,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ayce's Art Works,Salem,97302,3705 Hulsey Ave SE,OR,us,,(503) 999-6246,ayceis1@yahoo.com,http://www.aycesartworks.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Keizer Art Association,Keizer,97303,980 Chemawa Rd NE,OR,us,,(503) 390-3010,keizerarts@gmail.com,http://www.keizerarts.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Oregon 3d Art And Chainsaw Sculptures,Salem,97305,3795 Blossom Dr NE,OR,us,,(503) 463-7008,,http://oregon3dart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Form & Pheromone,Salem,97317,3655 Kashmir Way SE,OR,us,,(503) 990-8132,,http://pheromonedesign.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery,Albany,97321,122 1st Ave E,OR,us,[u'Downtown'],(541) 928-8412,agents@teampendley.com,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Relections Galleries,Albany,97321,115 Ellsworth St SW,OR,us,[u'Downtown'],(541) 791-3514,,http://www.thomkinkadegallery.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Acrewood Art,Albany,97321,1868 NW Laura Vista Dr,OR,us,,(707) 954-3466,,http://www.acrewoodart.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cloudless Daydreams,Brownsville,97327,185 N Main St,OR,us,,(541) 466-3394,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Stoneyburn Gallery,Corvallis,97330,1740 NW 17th St,OR,us,,(541) 758-8098,,http://www.janrd.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Insight Gallery,Corvallis,97330,414 NW 4th St,OR,us,,(541) 752-7927,,http://arcbenton.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Thunderclap Creations,Corvallis,97330,7810 NW Hope Dr,OR,us,,(541) 752-0246,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Of Coaching Volleyball,Corvallis,97330,720 NW 2nd St,OR,us,,(812) 249-1342,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
